engagement,satisfaction,retention_intent
-0.7427589030235731,-1.722816164283108,-1.0722826998970048
-2.0377413029659106,-0.5620982166186226,0.44738751622900225
1.6660495688824812,2.4612783400686125,2.57012273976911
0.646532169712229,0.9633870340429849,1.080605526524609
-0.9246061856353018,-1.156026133067229,-0.3228516244115474
1.3973300103446196,0.656717432911141,0.31061966679086783
1.130134196058476,0.08137248429081323,-0.788948867407728
0.23181367421300803,-0.7115206228543751,-1.0460959690391474
0.6966585374572134,0.5222397527893174,-0.19328877507342662
0.34321324513122503,-0.13776634389432016,0.8243015323521903
-1.1333658528104034,-0.9880300836384893,-0.9551691534591233
0.9265083961316788,1.250589039752478,0.8579607777062781
0.846560228650937,0.4067078759003502,1.3162088834349652
1.5267394987180243,-0.7590018812985163,1.4377371452390542
0.7229210424461634,1.7485832341528866,-1.2186259651808204
-0.06606515633113481,-0.6200203974029285,-1.0203305938870968
-1.0136859416601465,1.049378413114058,0.10846351072029892
-1.3026582226106753,-0.7175367826776363,0.42694158300837626
1.0146209831105855,1.5303595949295308,0.28550371692514837
0.6864188533196584,-1.038360975900952,-0.735504492411949
0.8093013188046885,2.479458378184032,0.30921764668095014
0.7712315957345022,0.6116589613451546,1.9567639991501273
-1.094727555105659,-1.0529343881777635,0.27933299485163776
0.5865878331215811,0.5108207737328512,-0.6373973368746126
0.6067283149545297,-0.37023744052376645,0.3628104953195366
-0.015064598359959158,0.3190294445320123,-0.9046895678686515
-1.4397719105565672,-1.4245573429247753,-1.9058950165672364
0.5652415147460608,-0.4541420175435452,-0.15865145518777202
-1.6976532925885013,-0.8299145472613687,0.4778334259309432
-0.7861467703621161,-1.4153273109905007,-0.23632995657345873
-1.738021835262475,-1.4285979216933544,-1.3846743050244132
1.0384722802349393,1.3654617918765677,1.9901344576828681
0.41291148796445104,-0.46688892426813855,1.9966387583088876
0.06212844510910475,0.5832110667681493,0.5363611990734923
1.5931526532933404,2.462519389936826,0.19604028177229788
-1.757059301003753,-0.35976259403868993,0.3310491845895186
0.3934384744277265,0.2729650529863658,0.7177710609615826
1.6663396267434776,-0.28502745553586134,-0.01345526423402632
1.8129656460469556,0.3952212362695086,-0.4668755786788873
0.6455563060510771,0.6457551453027952,-0.34029600846048735
-1.6387753689936153,-0.04232254782810263,-1.8500289409563022
-0.0923785593821782,-1.3361412527869487,-0.5170457252910575
1.8751831326265438,1.1741678675663918,0.6307430187189544
0.45135742014534197,1.0667252895290926,0.5814098620201563
-0.4657061914547541,-1.500892612259153,1.8413028639839366
0.17570785887374984,0.8416001868001542,-0.9707479772048845
1.367839162972418,0.3730672705738376,-0.9749785846109271
2.162286585217313,-0.13033566760541904,1.8968097375844297
0.1889441743430229,1.3803225242728048,0.0859693877155466
1.6298975534820057,1.4272175330802686,1.6336555591131798
-1.7345646286504468,-0.7501625930716215,-0.7189025891883539
1.001309511335971,0.8664573612732993,2.0432943228491114
0.8367119495498758,0.47862824792455844,1.5372208311950433
0.873859953052954,0.607415436537168,-0.6142183783411295
-0.18875101261783497,2.8013476462943827,0.3943407132047322
1.4765743016450283,0.3580766652684729,0.25499918745764594
-1.5070311466237536,-0.5280319944675181,-0.87068179679115
1.5128403650805864,2.2395060020223543,-0.25993003416607074
0.06958124205349883,0.3712224714237542,-1.2492998590611522
-0.510376618032709,-0.5522357409351586,-0.08564507197962459
-0.6599251018976476,-0.5107855678501403,-0.921897717381597
-2.1398269807546324,0.8160877626343769,-0.38801028477247673
0.007550165300726969,-0.7049909950151079,-0.20840854861293856
-1.2583174908009371,-0.8422120787655534,-0.12580286285450845
-0.2761978274402989,-0.09280674351921137,1.8913054183287867
0.935538967404947,0.534928229932721,2.490446811903441
1.0092329260976485,-0.46165239495058263,-0.5184019252670518
0.2431349382462133,1.134410062971554,-0.2677207703305509
1.0139687581330956,0.48434084534746646,-0.30170350808817353
0.6176479782756527,0.48737754050420573,0.4896653981505371
-0.7003188479498844,-1.847688669014006,0.017660970479350446
2.531386992002993,2.041244808600746,0.4482254862209186
1.9040053224062028,1.1446933262954024,-1.1001002281639825
0.181293419310954,-0.49789457541437054,-0.8956226531097422
-0.018455982222779166,0.34517305163386514,-1.1018361032898418
-1.2164344133551024,0.006561052413914581,-0.21907141520944293
1.2897852694382121,0.7149048847208798,1.059838356160655
-0.06692913698132291,-0.5214780922545215,-0.8947612720848871
2.544502847273817,0.48461690519554523,0.5454114582257091
-0.3499855697927404,-0.10235216618081452,-1.9777124358554958
-0.7976631403139518,-1.5725657948297025,-1.1942160966517175
0.872656405648309,-0.410721661587988,-0.2582676761232393
1.543748536466778,1.8514249413583208,-1.0338881287902462
2.5746241434770143,1.466940835334481,1.5876372107996046
0.497037601329329,-0.07560596603187608,1.0833979561221225
-0.17727601611509713,0.7735969314125815,1.4399082585085667
-0.6210632379351746,0.6711207447049063,-0.6305312751339847
